"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MTAD8Z45","blogPost","2020","Grace, Katja","Misalignment and misuse: whose values are manifest?","AI Impacts","","","","https://aiimpacts.org/misalignment-and-misuse-whose-values-are-manifest/","Are misalignment and misuse helpful catastrophe categories?","2020-11-18","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-11-21 20:30:10","","","","","","","Misalignment and misuse","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A  Section: Blog","","/Users/jacquesthibodeau/Zotero/storage/ZHKEVBHX/misalignment-and-misuse-whose-values-are-manifest.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXFNQ8B3","blogPost","2018","Carey, Ryan","Interpreting AI compute trends","AI Impacts","","","","https://aiimpacts.org/interpreting-ai-compute-trends/","This is a guest post by Ryan Carey. Over the last few years, we know that AI experiments have used much more computation than previously. But just last month, an investigation by OpenAI made some initial estimates of just how fast this growth has been. Comparing AlphaGo Zero to AlexNet, they found that the largest...","2018-07-10","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-11-14 03:21:51","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: 0000007  Section: Blog","","/Users/jacquesthibodeau/Zotero/storage/ZSPZMGTB/interpreting-ai-compute-trends.html; /Users/jacquesthibodeau/Zotero/storage/9RR92JIT/interpreting-ai-compute-trends.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAXRN4ZU","blogPost","2019","Etzioni, Oren","Etzioni 2016 survey","AI Impacts","","","","https://aiimpacts.org/etzioni-2016-survey/","Oren Etzioni surveyed 193 AAAI fellows in 2016 and found that 67% of them expected that 'we will achieve Superintelligence' someday, but in more than 25 years. Details Oren Etzioni, CEO of the Allen Institute for AI, reported on a survey in an MIT Tech Review article published on 20 Sep 2016. The rest of...","2019-11-06","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-11-14 03:22:04","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A  Section: AI Timeline Surveys","","/Users/jacquesthibodeau/Zotero/storage/K8BQJN6K/etzioni-2016-survey.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTHTXZPA","blogPost","2016","AI Impacts","Error in Armstrong and Sotala 2012","AI Impacts","","","","https://aiimpacts.org/error-in-armstrong-and-sotala-2012/","Can AI researchers say anything useful about when strong AI will arrive? Back in 2012, Stuart Armstrong and Kaj Sotala weighed in on this question in a paper called 'How We're Predicting AI—or Failing To'. They looked at a dataset of predictions about AI timelines, and concluded that predictions made by AI experts were indistinguishable from those of non-experts. (Which might suggest...","2016-05-17","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-12-13 19:54:50","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A  Section: Blog","","/Users/jacquesthibodeau/Zotero/storage/V9RNPU92/error-in-armstrong-and-sotala-2012.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8ZTEBVU","blogPost","2020","Kokotajlo, Daniel","Cortés, Pizarro, and Afonso as precedents for takeover","AI Impacts","","","","https://aiimpacts.org/cortes-pizarro-and-afonso-as-precedents-for-ai-takeover/","Epistemic status: I am not a historian, nor have I investigated these case studies in detail. I admit I am still uncertain about how the conquistadors were able to colonize so much of the world so quickly. I think my ignorance is excusable because this is just a blog post; I welcome corrections from people...","2020-02-29","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-09-05 19:00:45","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A  Section: Blog","","/Users/jacquesthibodeau/Zotero/storage/46NH99PN/cortes-pizarro-and-afonso-as-precedents-for-ai-takeover.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MBI682B","blogPost","2019","Shah, Rohin; Bergal, Asya; Long, Robert; Haxhia, Sara","Conversation with Rohin Shah","AI Impacts","","","","https://aiimpacts.org/conversation-with-rohin-shah/","AI Impacts talked to AI safety researcher Rohin Shah about his views on AI risk. With his permission, we have transcribed this interview. Participants Rohin Shah -- PhD student at the Center for Human-Compatible AI, UC BerkeleyAsya Bergal - AI ImpactsRobert Long – AI ImpactsSara Haxhia -- Independent researcher Summary We spoke with Rohin Shah...","2019-10-31","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-11-14 03:34:17","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A  Section: Conversation notes","","/Users/jacquesthibodeau/Zotero/storage/UHCQGXPU/conversation-with-rohin-shah.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UX6HJZUV","blogPost","2019","Christiano, Paul; Bergal, Asya","Conversation with Paul Christiano","AI Impacts","","","","https://aiimpacts.org/conversation-with-paul-christiano/","AI Impacts talked to AI safety researcher Paul Christiano about his views on AI risk. With his permission, we have transcribed this interview. Participants Paul Christiano -- OpenAI safety teamAsya Bergal - AI ImpactsRonny Fernandez - AI ImpactsRobert Long – AI Impacts Summary We spoke with Paul Christiano on August 13, 2019. Here is a...","2019-09-11","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-11-14 03:34:15","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A  Section: Conversation notes","","/Users/jacquesthibodeau/Zotero/storage/FCCIUWG4/conversation-with-paul-christiano.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQT2S8TU","blogPost","2020","Kokotajlo, Daniel","Precedents for economic n-year doubling before 4n-year doubling","AI Impacts","","","","https://aiimpacts.org/precedents-for-economic-n-year-doubling-before-4n-year-doubling/","Does the economy ever double without having first doubled four times slower? Yes, but not since 3000BC.","2020-04-14","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-09-05 17:09:17","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A  Section: Featured Articles","","/Users/jacquesthibodeau/Zotero/storage/MJQA2RMI/precedents-for-economic-n-year-doubling-before-4n-year-doubling.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CGQZA34B","blogPost","2018","O’Keefe, Cullen","On the (in)applicability of corporate rights cases to digital minds","AI Impacts","","","","https://aiimpacts.org/on-the-inapplicability-of-corporate-rights-cases-to-digital-minds/","This is a guest cross-post by Cullen O'Keefe. High-Level Takeaway The extension of rights to corporations likely does not provide useful analogy to potential extension of rights to digital minds. Introduction Examining how law can protect the welfare of possible future digital minds is part of my research agenda. I expect that study of historical...","2018-09-28","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-11-14 03:21:08","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s0]  ACC: N/A  Section: Blog","","/Users/jacquesthibodeau/Zotero/storage/FTES6UQT/on-the-inapplicability-of-corporate-rights-cases-to-digital-minds.html","","MetaSafety; AmbiguosSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6AH852C","blogPost","2018","Grace, Katja","Likelihood of discontinuous progress around the development of AGI","AI Impacts","","","","https://aiimpacts.org/likelihood-of-discontinuous-progress-around-the-development-of-agi/","We aren’t convinced by any of the arguments we’ve seen to expect large discontinuity in AI progress above the extremely low base rate for all technologies. However this topic is controversial, and many thinkers on the topic disagree with us, so we consider this an open question. Details Definitions We say a technological discontinuity has...","2018-02-23","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-12-13 23:06:58","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: 0000002[s0]  Section: Featured Articles","","/Users/jacquesthibodeau/Zotero/storage/26QUMN55/likelihood-of-discontinuous-progress-around-the-development-of-agi.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9JQA2EK","blogPost","2017","Grace, Katja","Human-level hardware timeline","AI Impacts","","","","https://aiimpacts.org/human-level-hardware-timeline/","We estimate that 'human-level hardware'— hardware able to perform as many computations per second as a human brain, at a similar cost to a human brain—has a 30% chance of having already occurred, a 45% third chance of occurring by 2040, and a 25% chance of occurring later. We are not confident about these estimates....","2017-12-22","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-12-13 23:05:56","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A  Section: AI Timelines","","/Users/jacquesthibodeau/Zotero/storage/5QQHA88X/human-level-hardware-timeline.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7572XHJN","blogPost","2020","Grace, Katja","Discontinuous progress in history: an update","AI Impacts","","","","https://aiimpacts.org/discontinuous-progress-in-history-an-update/","We’ve been looking for historic cases of discontinuously fast technological progress, to help with reasoning about the likelihood and consequences of abrupt progress in AI capabilities. We recently finished expanding this investigation to 37 technological trends. This blog post is a quick update on our findings. See the main page on the research and its outgoing links for more details.","2020-04-13","2022-01-30 04:49:20","2022-01-30 04:49:20","2020-09-05 16:57:42","","","","","","","Discontinuous progress in history","","","","","","","en-US","","","","","","","ZSCC: NoCitationData[s1]  ACC: N/A  Section: Blog","","/Users/jacquesthibodeau/Zotero/storage/PUBJABIW/discontinuous-progress-in-history-an-update.html","","MetaSafety; AI-Impacts-NotFeatured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
